자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
서울 자동차 공업사,03,부산광역시 중구 흑교로 61-2(보수동2가),부산광역시 중구 보수동2가 85-3,35.10484728,129.0242972,2010-07-23,128.3,01,,,,08:30,20:00,051-231-2226,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
모터플러스,03,부산광역시 중구 대영로 216-1(영주동),부산광역시 중구 영주동 510-5,35.111878,129.034196,2011-03-13,127,01,,,,09:00,19:00,051-464-3232,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
제일종합정비,03,"부산광역시 중구 흑교로45번길 4, 1층(보수동2가, 제일종합정비)",부산광역시 중구 보수동2가 106-2,35.103713,129.024759,2013-12-20,580.3,01,,,,09:00,18:00,051-241-5884,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
타이어프로 자갈치점,03,부산광역시 중구 자갈치로15번길 6-1,부산광역시 중구 남포동6가 113-3,35.096945,129.026223,2014-05-27,149.1,01,,,,08:30,18:30,051-241-1313,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
제일 모터스,03,부산광역시 중구 흑교로45번길 4(보수동2가),부산광역시 중구 보수동2가 106-2,35.10373556,129.0247358,2017-05-23,120.92,01,,,,08:30,18:30,051-241-5884,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
티스테이션 부산 영주점,03,부산광역시 중구 동영로 109(영주동),부산광역시 중구 영주동 60-10,35.1127166,129.0337313,2023-04-07,314,01,,,,09:00,19:00,051-462-8182,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
미듬현대,03,부산광역시 중구 충장대로5번길 61(중앙동4가),부산광역시 중구 중앙동4가 76-17,35.110714,129.038217,1998-11-20,249.4,03,2013-01-21,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
코리아정비세차장,03,부산광역시 중구 흑교로45번길 9(보수동2가),부산광역시 중구 보수동2가 118-4,35.1034835,129.024137,2000-04-28,207.9,03,2021-07-01,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
부마카센타,03,부산광역시 중구 대교로 117,부산광역시 중구 중앙동6가 3-2,35.1005588,129.0375399,2000-10-12,846.9,03,2017-05-26,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
현대자동차(영주점),03,부산광역시 중구 동영로 109,부산광역시 중구 영주동 60-10,35.112779,129.033744,2004-10-13,314,03,2016-05-27,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
제일정비센터,03,"부산광역시 중구 흑교로45번길 4(보수동2가, 제일정비센터)",부산광역시 중구 보수동2가 106-2,35.103713,129.024759,2014-01-08,473.7,03,2014-09-02,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
경남타이어상사,03,부산광역시 중구 보수대로 112-1(보수동3가),부산광역시 중구 보수동3가 1-18,35.10579129,129.021591,1998-11-02,90.9,03,2022-07-21,,,,,,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
유승카부분정비,03,경상남도 남해군 남해읍 화전로 148,경상남도 남해군 남해읍 아산리 178-1,34.84441334,127.894826,2011-12-07,272,01,,,,09:00,18:00,055-864-8255,경상남도 남해군 건설교통과,055-860-3003,2024-10-14,5430000,경상남도 남해군
자동차생활,03,경상남도 남해군 남해읍 남해대로 2763,경상남도 남해군 남해읍 남변리 272,34.83503445,127.899079,2013-02-04,993,01,,,,09:00,18:00,000-0000-0000,경상남도 남해군 건설교통과,055-860-3003,2024-10-14,5430000,경상남도 남해군
장수 오토미션,3,전북특별자치도 장수군 계남면 장무로 171-8,전북특별자치도 장수군 계남면 호덕리 584-1,35.7266339066,127.5827535,2022-09-22,977,1,,,,09:00,18:00,,전북특별자치도 장수군청,063-350-2569,2024-12-11,4751000,전북특별자치도 장수군
제일자동차종합정비,1,충청북도 영동군 영동읍 동정로 72-45,,36.17319679,127.7876509,2005-12-22,527,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
영동기아서비스,1,충청북도 영동군 영동읍 동정로 119,,36.17175644,127.7937625,2011-11-22,640.38,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
영동 현대 서비스,1,충청북도 영동군 영동읍 기골로 190,,36.18747086,127.790727,2011-12-14,743,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
황소카인테리어,3,충청북도 영동군 영동읍 동정로 38,,36.17441419,127.785581,1997-12-04,99.2,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
황간카오토피아,3,충청북도 영동군 황간면 소계로 9-1,,36.22499786,127.9160039,1997-04-25,6,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
한국자동차정비,3,충청북도 영동군 영동읍 동정로 101,,36.17236632,127.7917413,1997-02-22,9,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
제일카센터,3,충청북도 영동군 영동읍 계산로 98,,36.1713025,127.7872008,1998-06-10,124.54,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
영동카인테리어,3,충청북도 영동군 영동읍 학산영동로 1146,,36.16594305,127.7677058,1998-11-02,122.73,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
명성카센터,3,충청북도 영동군 영동읍 학산영동로 1231-1,,36.17257658,127.7724394,1998-09-11,120,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
영동점기아오토큐,3,충청북도 영동군 영동읍 동정로 119,,36.17175644,127.7937625,1998-09-16,64.8,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
대하카센타,3,충청북도 영동군 영동읍 난계로 1154,,36.17608312,127.7724886,1998-11-27,142.64,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
유카로오토모빌㈜,3,부산광역시 연제구 거제대로 289,,35.1920460,129.0778537,2016-04-26,375.37,1,,2024-08-16,2025-08-16,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
카플러스,3,부산광역시 연제구 과정로 210-1,,35.1880226,129.1041960,2016-09-08,263.3,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
티스테이션토곡사거리점,3,부산광역시 연제구 과정로 213,,35.1874928,129.1039693,2016-12-14,170,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
다스오토,3,부산광역시 연제구 과정로 322번길 5,,35.1899058,129.0923630,2017-03-30,176,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
경동모터스KD배터리,3,부산광역시 연제구 과정로 260번길 10,,35.1884117,129.0990847,2017-04-25,217.5,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
타이어파크,3,부산광역시 연제구 과정로 299,,35.1883806,129.0945605,2018-06-18,262.69,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
(주)그랜드타이어부산시청지점,3,부산광역시 연제구 중앙대로 1054,,35.1821221,129.0788313,2018-09-17,143,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
동서밋션,3,부산광역시 연제구 거제대로 74번길 61,,35.1775887,129.0696263,2018-12-14,282.6,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
성화클리닉,3,부산광역시 연제구 거제천로 194,,35.1901412,129.0791900,2019-12-02,77.72,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
손승모자동차정비나라,3,부산광역시 연제구 거제대로 108번길 54,,35.1770895,129.0710360,2020-03-26,122,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
스피트메이트트레이더스연산점,3,부산광역시 연제구 좌수영로 241,,35.1850941,129.1119518,2021-02-04,346.35,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
JK모터스,3,부산광역시 연제구 거제대로 252번길 39,,35.1887315,129.0775683,2021-11-12,89.1,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
오토랜드정비,3,부산광역시 연제구 경기장로 21,,35.1879161,129.0534786,2022-01-06,82.5,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
주식회사 부산오토,3,부산광역시 연제구 경기장로 21,,35.1879161,129.0534786,2023-07-31,342.56,1,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
1등타이어연산점,3,부산광역시 연제구 과정로 343,,35.1903116,129.0903372,2023-04-28,181.84,2,,,,,,,부산광역시 연제구청,051-665-4462,2024-10-10,3370000,부산광역시 연제구
영주점기아오토큐,03,부산광역시 중구 대영로 237(영주동),부산광역시 중구 영주동 25-3,35.1123633,129.0365978,1998-05-27,260.6,01,,,,08:30,18:30,051-466-1717,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
영진상사,03,부산광역시 중구 중구로 141(영주동),부산광역시 중구 동광동5가 12-41,35.108197,129.034354,1998-09-18,150.5,01,,,,08:30,20:00,051-465-4415,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
스피드메이트 중앙점,03,부산광역시 중구 충장대로5번길 59(중앙동4가),부산광역시 중구 중앙동4가 76-22,35.11058441,129.038169,1998-11-16,181.6,01,,,,09:00,18:30,051-441-1232,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
대청카,03,부산광역시 중구 망양로336번길 4(대청동4가),부산광역시 중구 대청동4가 65-76,35.107408,129.030061,1999-06-30,143.1,01,,,,09:00,20:00,051-465-9311,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
삼원카서비스,03,부산광역시 중구 중구로 192(영주동),부산광역시 중구 영주동 511-43,35.111669,129.034644,2001-03-05,60,01,,,,08:00,19:00,051-441-1661,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
남해카센타,03,부산광역시 중구 흑교로87번길 6-1(보수동2가),부산광역시 중구 보수동2가 2-3,35.1067269415,129.0224033097,2001-04-26,281.6,01,,,,08:30,19:00,051-253-7247,부산광역시 중구청,051-600-4585,2024-10-10,3250000,부산광역시 중구
영동종합밧데리,3,충청북도 영동군 영동읍 학산영동로 1180,,36.16845878,127.7696171,1998-07-21,115.13,3,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
영동자동차공업사,3,충청북도 영동군 용산면 용산로 449,,36.27041883,127.8250077,1998-09-28,104,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
제일카써비스,3,충청북도 영동군 용산면 용산로 402-15,,36.26676084,127.8271586,1998-11-02,61,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
부용카인테리어,3,충청북도 영동군 영동읍 학산영동로 1144,,36.16572352,127.7671568,1998-05-21,110,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
부흥카센타,3,충청북도 영동군 황간면 영동황간로 1610,,36.22512403,127.9038442,1998-08-28,168.8,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
신일카센타,3,충청북도 영동군 영동읍 상부용로 1-3,,36.17874137,127.769294,1998-04-18,89,3,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
상촌자동차정비,3,충청북도 영동군 상촌면 민주지산로 2995-1,,36.14723771,127.9135544,1998-09-11,50.6,3,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
현대부분정비,3,충청북도 영동군 매곡면 민주지산로 3681,,36.1984714,127.9311596,1998-04-18,79.8,1,,,,,,,충청북도 영동군,043-740-3513,2025-01-09,4440000,충청북도 영동군
명진카써비스,3,경상북도 포항시 북구 새마을로 9,,36.03832951,129.3587031,1998-11-30,103,1,,,,,,054-255-1366,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
육공사카써비스,3,경상북도 포항시 남구 철강로 263(장흥동),,35.98292898,129.3694428,1998-11-30,180,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
형주자동차정비,3,경상북도 포항시 북구 삼호로321번길 20(두호동),,36.06695693,129.383367,1998-12-02,179,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
청하부분정비,3,경상북도 포항시 북구 청하면 청하로 161,,36.19352527,129.3384724,1998-12-02,124,1,,,,,,054-285-8234,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
희재모터스,3,경상북도 포항시 북구 죽장면 죽장로8번길 4,,36.1606508,129.0965734,1998-12-09,73,1,,,,,,054-281-8844,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
상태자동차정비,3,경상북도 포항시 북구 장량로 3(장성동),,36.08283033,129.3808395,1998-12-14,119,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
청림점기아오토큐,3,경상북도 포항시 남구 동해안로 6051(청림동),,35.99484831,129.4032865,1998-12-16,98,1,,,,,,054-282-7171,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
대해카클리닉,3,경상북도 포항시 남구 문예로126번길 6-1(해도동),,36.01718124,129.3675603,1998-12-16,95,1,,,,,,054-256-3850,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
일신종합카센타,3,경상북도 포항시 남구 대송면 철강로 264,,35.98232545,129.3691716,1998-12-16,113,1,,,,,,054-255-2081,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
선진자동차정비,3,경상북도 포항시 북구 장성로 3(장성동),,36.07644085,129.3922305,1998-12-24,91,1,,,,,,054-292-8988,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
송라모터스,3,경상북도 포항시 북구 송라면 동해대로 2937,,36.22788642,129.3590782,1998-12-28,201,1,,,,,,054-282-3017,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
삼성밧데리,3,경상북도 포항시 남구 양학천로 254(해도동),,36.03164356,129.3700184,1999-01-04,199,1,,,,,,054-255-5109,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
현대카클리닉상도점,3,경상북도 포항시 남구 포스코대로 319(상도동),,36.01901878,129.3589199,1999-01-11,194,1,,,,,,054-252-5109,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
금호카서비스,3,경상북도 포항시 남구 철강로 188(장흥동),,35.98665002,129.3624782,1999-01-11,397,1,,,,,,054-270-1414,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
기능장카클리닉,3,경상북도 포항시 북구 흥해읍 동해대로 1548,,36.11032153,129.3422502,1999-01-21,369,1,,,,,,054-272-0433,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
원평카정비,3,경상북도 포항시 북구 선착로77번길 15(항구동),,36.05039723,129.3718966,1999-01-21,490,1,,,,,,054-286-4225,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
최신자동차정비,3,경상북도 포항시 남구 동해안로 5922(일월동),,35.99444593,129.4155979,1999-01-29,414,1,,,,,,054-293-3339,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
유진카서비스,3,"경상북도 포항시 남구 오천읍 충무로 61, 101동",,35.97648748,129.4165187,1999-02-03,304,1,,,,,,054-275-8886,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
의창밧데리,3,경상북도 포항시 북구 흥해읍 신흥로 896,,36.11151506,129.3409143,1999-02-18,88,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
한라카서비스,3,경상북도 포항시 북구 새마을로 40-4(용흥동),,36.03894069,129.3557192,1999-02-24,238,1,,,,,,054-242-6633,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
서광자동차정비,3,경상북도 포항시 남구 희망대로 1005(해도동),,36.0211209,129.3750706,1999-03-05,166,1,,,,,,054-251-6024,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
오토오아시스 연일공단점,3,"경상북도 포항시 남구 연일읍 철강로 99, 101동",,35.98976958,129.3534917,1999-04-16,492,1,,,,,,054-243-2657,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
협성카정비,3,경상북도 포항시 남구 문예로 149(해도동),,36.01837442,129.3702046,1999-04-20,109,1,,,,,,054-261-9434,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
두한모터스,3,경상북도 포항시 남구 오천읍 철강로 686,,35.96267616,129.4012522,1999-04-20,328,1,,,,,,054-293-6607,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
포항카클리닉,3,경상북도 포항시 북구 삼호로74번길 10(동빈1가),,36.04680555,129.3711993,1999-04-28,101,1,,,,,,054-255-1980,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
삼도자동차정비,3,경상북도 포항시 북구 서동로 53(덕산동),,36.04130695,129.3637044,1999-05-06,475,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
남성자동차정비,3,경상북도 포항시 북구 흥해읍 중성로52번길 20,,36.10692549,129.348849,1999-05-06,164,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
한동카써비스,3,경상북도 포항시 북구 학전로 69-6(두호동),,36.05916583,129.3749064,1999-05-13,343,1,,,,,,054-285-6245,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
강변부부카센타,3,경상북도 포항시 남구 축항로 112(송도동),,36.03005864,129.3807012,1999-05-13,93,1,,,,,,054-283-9494,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
한일카정비센타,3,경상북도 포항시 북구 장량로145번길 26(양덕동),,36.08414007,129.3962826,1999-05-13,330,1,,,,,,054-253-6035,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
대한카센타,3,경상북도 포항시 북구 장성로 106(장성동),,36.08561059,129.3923149,1999-05-31,954,1,,,,,,054-278-8254,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
중앙24시정비,3,경상북도 포항시 북구 양학천로 19(죽도동),,36.02352823,129.3543384,1999-06-04,179,1,,,,,,054-284-1967,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
비학산카정비,3,경상북도 포항시 북구 신광면 신흥로 213,,36.12982425,129.2762469,1999-06-04,80,1,,,,,,054-291-3555,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
공성록부분정비,3,경상북도 포항시 북구 삼흥로233번길 5-9(장성동),,36.08243122,129.379437,1999-06-18,234,1,,,,,,054-252-8297,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
대경경정비,3,경상북도 포항시 북구 희망대로659번길 86(죽도동),,36.01723765,129.350754,1999-06-18,245,1,,,,,,054-284-3322,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
마이다스카클리닉,3,경상북도 포항시 남구 중앙로 39(해도동),,36.01675244,129.3699183,1999-07-01,81,1,,,,,,054-272-8205,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
신용카경정비,3,"경상북도 포항시 북구 새마을로 57(용흥동, S-oil용흥주유소)",,36.03937319,129.3535675,1999-07-01,102,1,,,,,,054-272-8652,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
차사랑카프라자,3,경상북도 포항시 남구 구룡포읍 하정로 243,,35.98118843,129.5462768,1999-07-16,1206,1,,,,,,054-286-2552,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
대도점 기아오토큐,3,경상북도 포항시 남구 포스코대로 399(대도동),,36.01522235,129.3665539,1999-07-16,729,1,,,,,,054-291-6715,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
학산점기아오토큐,3,경상북도 포항시 북구 아호로 70(학산동),,36.05818297,129.3700094,1999-07-22,173,1,,,,,,054-256-0908,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
달전점현대자동차,3,경상북도 포항시 북구 소티재로 173(우현동),,36.06652075,129.3507129,1999-07-22,552,1,,,,,,054-255-9976,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
동양디젤,3,경상북도 포항시 남구 연일읍 형산강남로 412,,35.99988858,129.3581147,1999-07-29,586,1,,,,,,054-292-0235,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
대지타이어상사(주),3,경상북도 포항시 남구 포스코대로 401(대도동),,36.01507656,129.3669104,1999-07-29,491,1,,,,,,054-274-0072,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
세광카써비스,3,경상북도 포항시 북구 중흥로171번길 23(죽도동),,36.02062552,129.3529977,1999-08-06,239,1,,,,,,054-278-2878,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
현대자동차흥해점,3,경상북도 포항시 북구 흥해읍 동해대로 1529,,36.1086539,129.342453,1999-08-06,699,1,,,,,,054-285-6878,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
현대자동차장성점,3,경상북도 포항시 북구 삼흥로 76(장성동),,36.06870915,129.3793561,1999-08-24,607,1,,,,,,054-274-8177,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
차재현자동차정비,3,경상북도 포항시 북구 삼호로321번길 14(두호동),,36.06639729,129.3837855,1999-08-27,192,1,,,,,,054-247-8272,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
명성모터스,3,경상북도 포항시 남구 대송면 제내길53번길 47,,35.98089316,129.367528,1999-08-27,469,1,,,,,,054-275-9009,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
라이브카클리닉,3,경상북도 포항시 남구 희망대로 737(상도동),,36.00961463,129.3539161,1999-09-06,153,1,,,,,,054-285-5988,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
동일자동차정비,3,경상북도 포항시 북구 삼호로 161(항구동),,36.05340836,129.375056,1999-09-06,204,1,,,,,,,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
삼진카센타,3,경상북도 포항시 남구 해병로 9-1(청림동),,35.99251939,129.4022595,1999-09-06,277,1,,,,,,054-251-0088,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
행복자동차,3,"경상북도 포항시 남구 효자동길1번길 18, 105동(효자동)",,36.00726066,129.3284453,1999-09-10,313,1,,,,,,054-285-4262,경상북도 포항시청 교통지원과,054-270-3644,2025-03-10,5020000,경상북도 포항시
스타카인테리어,3,강원특별자치도 춘천시 남춘로51번길 37,강원특별자치도 춘천시 효자동 696-19,37.867156,127.729098,2010-08-18,158.4,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 개나리점,3,강원특별자치도 춘천시 퇴계로 231,강원특별자치도 춘천시 석사동 818-7,37.856166,127.744056,2003-10-16,750.6,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 거두점,3,강원특별자치도 춘천시 동내면 외솔길19번길 64-5,강원특별자치도 춘천시 동내면 거두리 1046-5,37.857417,127.757398,2009-02-13,215.34,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 소양점,3,,강원특별자치도 춘천시 소양로2가 181-1,37.887804,127.7242501127,2007-04-23,1418,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 이마트 춘천점,3,강원특별자치도 춘천시 경춘로 2353,강원특별자치도 춘천시 온의동 511,37.863753,127.718638,2009-01-22,171.24,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 춘천 우리점,3,강원특별자치도 춘천시 동면 후만로 162,강원특별자치도 춘천시 동면 만천리 898-2,37.878665,127.762209,2005-05-07,102.08,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 춘천점,3,강원특별자치도 춘천시 공지로 234-5,강원특별자치도 춘천시 효자동 287-18,37.8640101652,127.737673,2020-11-06,469,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드메이트 후평점,3,강원특별자치도 춘천시 춘천로 413,강원특별자치도 춘천시 후평동 157-10,37.8901401345,127.751851,2016-05-16,548,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
신성카포스,3,강원특별자치도 춘천시 삭주로 158,강원특별자치도 춘천시 후평동 720-9,37.885657,127.747652,2008-03-11,378.8,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
신용자동차부분정비업소,3,강원특별자치도 춘천시 효자로 111-6,강원특별자치도 춘천시 효자동 661-12,37.8729498872,127.733338,1999-03-13,197.7,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
신일자동차부분정비업소,3,강원특별자치도 춘천시 공지로482번길 8,강원특별자치도 춘천시 근화동 724-1,37.875765,127.715617,2002-08-26,198,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
신춘천자동차정비공장,1,강원특별자치도 춘천시 동내면 순환대로 648,강원특별자치도 춘천시 동내면 학곡리 4-13,37.840238,127.763575,2008-03-13,1379,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
신화정비공장,1,강원특별자치도 춘천시 동면 노루목길 8-16,강원특별자치도 춘천시 동면 장학리 42-1,37.899567,127.770239,2012-07-19,1320,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
쌍용자동차 춘천서비스프라자,3,강원특별자치도 춘천시 춘천로 391,강원특별자치도 춘천시 후평동 292-4,37.888337,127.750891,2005-01-25,536,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
