차종,연비,이미지
2016 포르쉐 박스터,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_126%2Fauto_1495544248183oCdjY_PNG%2F62549_2016--718-%252B.png
2020 폭스바겐 투아렉,9.1~10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200206_101%2Fauto_15809542850657yRcP_PNG%2F20200206105802_HQ8OWLYx.png
2021 폭스바겐 투아렉,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201216_129%2Fauto_1608085333694hbUr0_PNG%2F20201216112159_NAIuqoc9.png
2021 볼보 XC90,9.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210401_91%2Fauto_1617237787395G25uJ_PNG%2F20210401094257_JUsV3RMR.png
2022 볼보 XC90,9.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220114_90%2Fauto_16421219413401Knae_PNG%2F20220114095845_GI4RUGq2.png
2025 메르세데스-벤츠 GLC ...,10.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241017_146%2Fauto_1729140495789eYghC_PNG%2F20241017134804_4BfIkFSL.png
2021 일렉트리파이드 G80,4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210708_34%2Fauto_1625704727177KWxzB_PNG%2F20210708093845_IoVyAgAT.png
2022 일렉트리파이드 G80,4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231016_74%2Fauto_1697438832304qEkNK_PNG%2F20231016154659_nlttsZjw.png
2021 닛산 나바라,6.4~7ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210913_272%2Fauto_1631515347563B6M4U_PNG%2F20210913154226_0DAFiopQ.png
2021 토요타 툰드라 하이브리...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210924_126%2Fauto_163246902485666ElI_PNG%2F20210924163651_iQQ24Arf.png
2020 케이터햄 세븐 420R 레...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201223_202%2Fauto_1608700504031orYNb_PNG%2F20201223141452_BB3pfskF.png
2024 아우디 A5 카브리올레,10.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240318_244%2Fauto_1710720975532CcUYQ_PNG%2F20240318091607_dMeaN1ad.png
2025 아우디 Q6 e-트론,3.8~4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250318_105%2Fauto_17422620417122l6zX_PNG%2F20250318104033_T5OnTbPU.png
2025 렉서스 NX F 스포츠 ...,14.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240513_48%2Fauto_1715586774735oegbq_PNG%2F20240513165243_y688SzDz.png
2012 아우디 Q7,9.5~10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_109%2Fauto_1496048182553BRXAE_PNG%2F28514_2012__Q7.png
2020 볼보 XC60 플러그...,10.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200325_155%2Fauto_1585098423093s1FRj_PNG%2F20200325100701_J9k8qH7Z.png
2018 볼보 XC60 플러그...,9.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191213_233%2Fauto_1576218496101loCKy_PNG%2F20191213152814_MvSQESss.png
2021 볼보 XC60 플러그...,10.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200821_113%2Fauto_15979810640797VDfv_PNG%2F20200821123729_tUzEHSVP.png
2023 메르세데스-AMG GLA,8.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220921_159%2Fauto_1663749838376kPPtz_PNG%2F20220921174348_OQ7fuO9r.png
2021 폭스바겐 아테온 플러그...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201201_199%2Fauto_1606792455391KxfD9_PNG%2F20201201121404_VhrnCZ6h.png
2012 폭스바겐 페이톤,6.9~9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_66%2Fauto_1496048158333adqG9_PNG%2F17652_2012__.png
2013 메르세데스-벤츠 E클래...,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_168%2Fauto_1496048313269HBl39_PNG%2F18822_2013__E_.png
2014 아우디 A7,9~13.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200318_233%2Fauto_1584514385867c3nY4_PNG%2F20200318155304_mEN9Jdt1.png
2018 토요타 미라이,67mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180510_169%2Fauto_1525939896610efHQR_PNG%2F20180510171126_q5Ti2yx9.png
2009 포르쉐 카이맨,10.2~11km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_49%2Fauto_1496110286800KYeRm_PNG%2F10508_2009__.png
2020 렉서스 RX,8.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200218_54%2Fauto_1581990715112ntCtn_PNG%2F20200218105148_pezO4agC.png
2021 지프 랭글러 4XE,12.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210928_19%2Fauto_1632811895500Bp8Pe_PNG%2F20210928155133_0r0vHNKF.png
2015 로터스 엘리스 S CR,7.5ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_18%2Fauto_1495798216730wWQeM_PNG%2F59357_2015___S_CR.png
2015 로터스 엘리스 S,7.5ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_86%2Fauto_1495798171552oBqOT_PNG%2F59361_2015___S.png
2018 로터스 엘리스 S,7.5ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190930_17%2Fauto_1569821921541gnllg_PNG%2F20190930143823_sftOddPi.png
2015 아우디 S4,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_259%2Fauto_1495798361365MP1xS_PNG%2F54873_2015__S4.png
2018 랜드로버 레인지로버 이...,12.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200209_124%2Fauto_1581235409404f2GoP_PNG%2F20200209170327_IXmLTgTN.png
2021 렉서스 RX,8.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200824_236%2Fauto_1598233084183t9s4m_PNG%2F20200824103750_AgNa2FHf.png
2020 링컨 에비에이터,8.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220811_134%2Fauto_1660195212859DleG5_PNG%2F20220811142011_PlgpljcQ.png
2022 메르세데스-AMG CLA,9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211109_30%2Fauto_1636455539320ftbLo_PNG%2F20211109195847_JlcIxJH0.png
2023 BMW X3 플러그인 하이...,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221122_258%2Fauto_16691011506805XEeg_PNG%2F20221122161218_tAgs8jKI.png
2012 메르세데스-벤츠 E클래...,9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_71%2Fauto_1496048064462WfpFW_PNG%2F18282_2012__E_.png
2016 랜드로버 레인지로버 이...,12.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200209_105%2Fauto_1581235387786RcR2v_PNG%2F20200209170305_gMCS9Zwb.png
2011 재규어 XF,7.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_240%2Fauto_1496047842821ygwAN_PNG%2F14273_2011__XF.png
2013 아우디 A7,9~13km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200318_30%2Fauto_1584514372563XQj6B_PNG%2F20200318155250_qRKqrvuh.png
2014 아우디 Q7,9.5~10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_108%2Fauto_1496048840527JV9nB_PNG%2F46083_2014__Q7.png
2013 아우디 Q7,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180518_166%2Fauto_1526625790660EdHOY_PNG%2F20180518154242_f6PEzAeA.png
2016 아우디 S4,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180515_200%2Fauto_1526367424422BnMQm_PNG%2F20180515155644_pLlntVR0.png
2021 메르세데스-벤츠 E클래...,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201019_155%2Fauto_1603072299663D0Cdj_PNG%2F20201019105137_0ezSlpkO.png
2021 볼보 C40 리차지,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210303_122%2Fauto_1614743184172hISfO_PNG%2F20210303124610_WV8o0Q79.png
2020 캐딜락 XT6,8.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201019_100%2Fauto_1603079415784LrsSk_PNG%2F20201019125013_x2OJlJ2y.png
2021 캐딜락 XT6,8.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220120_92%2Fauto_1642662725007UM7sY_PNG%2F20220120161156_urXTJiGt.png
2023 일렉트리파이드 G80,4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221223_135%2Fauto_1671760922037w9P71_PNG%2F20221223110152_Xbxtdc0W.png
2024 일렉트리파이드 G80,4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240905_9%2Fauto_1725496695326OzYDS_PNG%2F20240905093758_WWyaLyaR.png
2023 아우디 S4,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221020_169%2Fauto_1666253956256d4pDE_PNG%2F20221020171905_z52pz1h0.png
2013 아우디 S4,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_167%2Fauto_1496048403675CXk6g_PNG%2F17537_2013__S4.png
2014 아우디 S4,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_227%2Fauto_1496048998912KyLAs_PNG%2F46033_2014__S4.png
2016 렉서스 GS F 스포츠 ...,12.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20171023_230%2Fauto_15087212037312k5uk_PNG%2F20171023101316_0zGwyHlE.png
2018 렉서스 GS F 스포츠 ...,12.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180813_150%2Fauto_1534145561427T24uY_PNG%2F20180813163232_DulfoTmm.png
2020 메르세데스-벤츠 E클래...,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191107_25%2Fauto_15730988645804fOXy_PNG%2F20191107125345_VkeIOlF6.png
2021 링컨 에비에이터,8.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220811_86%2Fauto_166019523666144Smg_PNG%2F20220811142035_lX3Qgjz0.png
2021 랜드로버 디펜더 90,10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230306_124%2Fauto_1678090753830fu0Nr_PNG%2F20230306171912_n40k5aWa.png
2022 랜드로버 디펜더 90,10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230306_213%2Fauto_1678090765881yEodN_PNG%2F20230306171924_wlGrzsOn.png
2021 폭스바겐 골프 R 에스테...,7.3ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210708_212%2Fauto_1625737849352acOqx_PNG%2F20210708185037_pGQoI5Pm.png
2015 닷지 차저 SRT,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_198%2Fauto_14957983042832siAc_PNG%2F54183_2015___SRT_.png
2024 BMW X3 플러그인 하이...,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_92%2Fauto_16981279106660lUAg_PNG%2F20231024151141_xKPhq0S6.png
2017 랜드로버 레인지로버 이...,12.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200209_250%2Fauto_1581235397714KyBP1_PNG%2F20200209170315_9xVIfVUK.png
2022 캐딜락 XT6,8.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220602_187%2Fauto_16541411104791V8fx_PNG%2F20220602123820_3KoMlXCN.png
2021 아우디 S5 스포트백,9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210614_287%2Fauto_16236442101212Oymw_PNG%2F20210614131638_N0qZQIjG.png
2022 아우디 S5 스포트백,9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221011_86%2Fauto_1665462678266C8uj4_PNG%2F20221011133108_YsVym821.png
2014 메르세데스-벤츠 CLS ...,15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170823_242%2Fauto_1503454240774zMh5e_PNG%2F20170823111028_u5QQaggP.png
2018 랜드로버 디스커버리,9.4~12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180130_59%2Fauto_1517301186277T7iYy_PNG%2F20180130173254_meSTTS5n.png
2025 일렉트리파이드 G80,4.4km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240905_68%2Fauto_1725499122589jOh0t_PNG%2F20240905101841_M2mc68A0.png
2021 폭스바겐 아테온 슈팅브...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201201_208%2Fauto_1606791751036bUfKI_PNG%2F20201201120205_eDV3fOTl.png
2020 랜드로버 디스커버리,9.7~10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200309_263%2Fauto_1583739537753eAo18_PNG%2F20200309163755_btTdLMXJ.png
2013 미쓰비시 프라우디아,16.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_128%2Fauto_1496048705015K8Mrh_PNG%2F41029_2013__.png
2010 메르세데스-벤츠 E클래...,9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_87%2Fauto_1496110788088sU6YF_PNG%2F13965_2010__E_.png
2022 BMW i4 M50,4.1km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_228%2Fauto_1693379891992AzL9z_PNG%2F20230830161809_4i3ivAmn.png
2023 BMW i4 M50,4.1km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_120%2Fauto_1693379904573z5ELY_PNG%2F20230830161822_wsnQwVPb.png
2023 렉서스 RZ,5.4km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230621_218%2Fauto_1687311509572LMG53_PNG%2F20230621103816_j9NOs4uq.png
2024 BMW i4 M50,4.1km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230830_261%2Fauto_16933799165360rHNx_PNG%2F20230830161835_efoxSrIE.png
2025 BMW i4 M50,4.1km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240425_35%2Fauto_1714028523046chukn_PNG%2F20240425160152_otH9OvTp.png
2015 투싼 퓨얼셀,77.1km/kg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_185%2Fauto_1496116327624MrPay_PNG%2F20170530125205_E2QZJbnV.png
2021 렉서스 RX 하이브리드,12.3~12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200824_194%2Fauto_1598235255358mUKQF_PNG%2F20200824111403_aesDS4DU.png
2007 로터스 엑시지 S,11km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_42%2Fauto_1497939399688WFtET_PNG%2F12063_2007___S.png
2023 메르세데스-벤츠 GLC ...,9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220922_76%2Fauto_1663821498014UU34R_PNG%2F20220922133802_vkEdm7i9.png
2025 지프 글래디에이터,6.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250411_72%2Fauto_1744357495496XVsDx_PNG%2F20250411164454_wYxsZvFl.png
2010 아우디 S4,8.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_71%2Fauto_1496110792969Gw9JV_PNG%2F10238_2010__S4.png
2015 메르세데스-벤츠 CLS,10~14.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200814_186%2Fauto_1597383299127gMFpy_PNG%2F20200814143457_nT8oswv4.png
2016 메르세데스-벤츠 GLE,9.7~11.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_87%2Fauto_1495544654819FABWJ_PNG%2F61247_2016__GLE_.png
2021 볼보 S90 플러그인 하이...,11.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200713_299%2Fauto_15946075251787KJRK_PNG%2F20200713113153_3Lt9Ueaa.png
2023 캐딜락 XT6,8.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221117_198%2Fauto_1668658245556wt8yc_PNG%2F20221117131030_9ew1DZwo.png
2014 폭스바겐 페이톤,6.9~9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_249%2Fauto_1496048892684N8fls_PNG%2F53667_2014__.png
2020 아우디 A6 올로드콰...,5.9~7.4ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191118_134%2Fauto_1574054333107Usvjv_PNG%2F20191118141815_eLCD5B1h.png
2013 BMW 액티브하이브리...,12.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200220_169%2Fauto_15821600700901JRRQ_PNG%2F20200220095405_pICznT7k.png
2016 어큐라 RLX 스포츠 하...,30mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_137%2Fauto_1495544619078qjqDT_PNG%2F61435_2016__RLX_.png
2011 쉐보레 콜벳,7.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_39%2Fauto_1496048075736FTk0z_PNG%2F17462_2012__.png
2020 쉐보레 콜벳,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190719_233%2Fauto_15635199787982vvuY_PNG%2F20190719160541_uKzNrfnf.png
2021 지프 왜고니어,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210312_289%2Fauto_1615512192159UqPIO_PNG%2F20210312102301_Pra6RLz5.png
2016 메르세데스-벤츠 CLS,9.6~13km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200814_151%2Fauto_1597383307330iaPWn_PNG%2F20200814143505_TFYcg7xn.png
2022 볼보 XC60 플러그...,11.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220413_148%2Fauto_1649806684243kagfX_PNG%2F20220413083802_ZgUmR6Dv.png
2022 링컨 에비에이터,8.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220811_116%2Fauto_1660195881256Wts40_PNG%2F20220811143113_iwFThOl0.png
2016 케이터햄 세븐 620S,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_198%2Fauto_1495544631458yoHpG_PNG%2F61859_2016---620S.png
2021 모건 3 휠러,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201123_131%2Fauto_1606092964736BRgm3_PNG%2F20201123095551_ELskIhJ1.png
2015 아우디 Q7,9.5~10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_279%2Fauto_14957984159257tP9W_PNG%2F55323_2015__Q7.png
2016 아우디 Q7,11.4~11.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_202%2Fauto_1495544219728YNeoF_PNG%2F62653_2016--Q7%252B.png
2023 볼보 XC90,9.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_29%2Fauto_1661238976526RFR9i_PNG%2F20220823160019_AFRTr8Up.png
